last_name, first_name,player_id,name_abbrev,team_id,position_name,age,bat_side,seconds_since_hit_000,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090
McMahon, Ryan,641857,COL,115,1B,24,L,0,0.53,0.82,1.09,1.34,1.57,1.79,2,2.21,2.41,2.6,2.79,2.98,3.17,3.35,3.54,3.73,3.94,4.15
McNeil, Jeff,643446,NYM,121,2B,26,L,0,0.56,0.87,1.13,1.37,1.6,1.81,2.01,2.21,2.39,2.58,2.76,2.94,3.12,3.29,3.47,3.65,3.84,4.03
Meadows, Austin,640457,TB,139,CF,23,L,0,0.52,0.8,1.05,1.28,1.5,1.7,1.9,2.09,2.27,2.45,2.63,2.8,2.97,3.15,3.31,3.48,3.65,3.83
Mercer, Jordy,474568,PIT,134,SS,32,R,0,0.54,0.84,1.11,1.36,1.59,1.8,2.01,2.21,2.4,2.59,2.78,2.96,3.14,3.32,3.49,3.67,3.84,4.02
Merrifield, Whit,593160,KC,118,2B,29,R,0,0.55,0.86,1.12,1.36,1.58,1.79,1.99,2.18,2.36,2.54,2.72,2.89,3.07,3.23,3.4,3.57,3.73,3.9
Mesoraco, Devin,519023,NYM,121,C,30,R,0,0.55,0.86,1.14,1.39,1.63,1.85,2.07,2.27,2.47,2.67,2.86,3.05,3.23,3.42,3.6,3.79,3.98,4.18
Miller, Brad,543543,MIL,158,1B,29,L,0,0.54,0.83,1.09,1.34,1.56,1.78,1.98,2.18,2.37,2.55,2.74,2.92,3.1,3.27,3.45,3.63,3.81,4
Molina, Yadier,425877,STL,138,C,36,R,0,0.56,0.89,1.19,1.47,1.73,1.97,2.2,2.42,2.64,2.85,3.06,3.27,3.47,3.68,3.89,4.09,4.31,4.54
Moncada, Yoan,660162,CWS,145,2B,23,L,0,0.53,0.81,1.06,1.3,1.51,1.72,1.91,2.1,2.28,2.45,2.63,2.8,2.97,3.13,3.3,3.47,3.64,3.81
Moncada, Yoan,660162,CWS,145,2B,23,R,0,0.54,0.82,1.08,1.31,1.53,1.73,1.93,2.12,2.3,2.48,2.66,2.83,3,3.17,3.34,3.51,3.67,3.85
Morales, Kendrys,434778,TOR,141,DH,35,L,0,0.54,0.86,1.14,1.4,1.65,1.88,2.1,2.32,2.53,2.74,2.94,3.14,3.35,3.55,3.75,3.96,4.18,4.41
Moran, Colin,592567,PIT,134,3B,26,L,0,0.55,0.86,1.13,1.39,1.62,1.85,2.06,2.27,2.48,2.68,2.87,3.07,3.26,3.46,3.65,3.85,4.05,4.27
Moreland, Mitch,519048,BOS,111,1B,33,L,0,0.55,0.87,1.14,1.4,1.64,1.87,2.08,2.29,2.49,2.69,2.88,3.07,3.26,3.45,3.64,3.82,4.02,4.22
Morrison, Logan,489149,MIN,142,1B,31,L,0,0.52,0.82,1.09,1.34,1.57,1.78,1.99,2.19,2.39,2.58,2.77,2.95,3.14,3.32,3.5,3.68,3.87,4.07
Moustakas, Mike,519058,MIL,158,3B,30,L,0,0.53,0.84,1.12,1.38,1.62,1.85,2.06,2.27,2.48,2.67,2.87,3.06,3.25,3.44,3.63,3.82,4.03,4.24
Mullins, Cedric,656775,BAL,110,CF,24,L,0,0.54,0.83,1.07,1.3,1.52,1.72,1.91,2.1,2.28,2.45,2.63,2.8,2.97,3.13,3.3,3.46,3.63,3.81
Muncy, Max,571970,LAD,119,1B,28,L,0,0.51,0.79,1.05,1.29,1.51,1.73,1.93,2.12,2.31,2.5,2.68,2.86,3.04,3.22,3.39,3.57,3.75,3.93
Munoz, Yairo,622168,STL,138,SS,23,R,0,0.55,0.84,1.1,1.34,1.57,1.78,1.98,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.44,3.61,3.79,3.98
Murphy, Daniel,502517,CHC,112,2B,33,L,0,0.56,0.9,1.19,1.44,1.68,1.91,2.12,2.33,2.53,2.72,2.92,3.11,3.3,3.49,3.69,3.89,4.09,4.31
Murphy, John Ryan,571974,ARI,109,C,27,R,0,0.54,0.85,1.12,1.36,1.6,1.82,2.03,2.23,2.43,2.62,2.81,2.99,3.17,3.35,3.53,3.71,3.89,4.08
Myers, Wil,571976,SD,135,3B,28,R,0,0.54,0.83,1.08,1.32,1.55,1.76,1.96,2.15,2.34,2.52,2.71,2.88,3.06,3.23,3.4,3.58,3.75,3.93
Naquin, Tyler,571980,CLE,114,RF,27,L,0,0.52,0.82,1.08,1.33,1.56,1.77,1.98,2.17,2.36,2.55,2.73,2.91,3.09,3.27,3.44,3.62,3.8,3.98
Narvaez, Omar,553882,CWS,145,C,26,L,0,0.54,0.85,1.13,1.39,1.63,1.85,2.07,2.28,2.48,2.68,2.88,3.07,3.27,3.46,3.65,3.85,4.06,4.28
Newman, Kevin,621028,PIT,134,SS,25,R,0,0.55,0.84,1.1,1.34,1.56,1.77,1.97,2.17,2.35,2.53,2.71,2.89,3.07,3.24,3.41,3.58,3.74,3.92
Nimmo, Brandon,607043,NYM,121,RF,25,L,0,0.53,0.81,1.06,1.3,1.52,1.73,1.93,2.12,2.3,2.48,2.66,2.83,3.01,3.18,3.35,3.52,3.69,3.87
Nunez, Eduardo,456488,BOS,111,2B,31,R,0,0.55,0.85,1.12,1.36,1.58,1.79,1.99,2.19,2.37,2.56,2.73,2.91,3.09,3.26,3.43,3.6,3.78,3.96
Nunez, Renato,600524,BAL,110,3B,24,R,0,0.54,0.85,1.13,1.38,1.61,1.83,2.03,2.23,2.43,2.61,2.8,2.98,3.16,3.34,3.51,3.69,3.87,4.05
Odor, Rougned,596059,TEX,140,2B,24,L,0,0.53,0.81,1.06,1.3,1.52,1.72,1.92,2.11,2.29,2.47,2.65,2.83,3,3.17,3.34,3.5,3.68,3.85
Ohtani, Shohei,660271,LAA,108,DH,24,L,0,0.55,0.84,1.09,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.87,3.04,3.21,3.38,3.55,3.73,3.91
Olson, Matt,621566,OAK,133,1B,24,L,0,0.55,0.86,1.13,1.38,1.62,1.85,2.06,2.27,2.47,2.67,2.86,3.05,3.24,3.43,3.62,3.8,4,4.21
Orlando, Paulo,449181,KC,118,CF,33,R,0,0.53,0.83,1.1,1.34,1.56,1.77,1.97,2.17,2.35,2.53,2.71,2.89,3.06,3.23,3.4,3.56,3.73,3.9
Osuna, Jose,591741,PIT,134,1B,26,R,0,0.56,0.86,1.14,1.39,1.61,1.83,2.03,2.23,2.42,2.61,2.8,2.98,3.16,3.34,3.51,3.68,3.87,4.05
Owings, Chris,572008,ARI,109,RF,27,R,0,0.54,0.84,1.1,1.34,1.56,1.77,1.97,2.17,2.36,2.54,2.72,2.9,3.08,3.25,3.43,3.6,3.78,3.96
Ozuna, Marcell,542303,STL,138,LF,28,R,0,0.54,0.86,1.13,1.39,1.62,1.84,2.05,2.25,2.44,2.63,2.82,3,3.17,3.35,3.52,3.7,3.87,4.05
Palka, Daniel,594953,CWS,145,DH,27,L,0,0.52,0.81,1.08,1.33,1.56,1.78,1.98,2.18,2.38,2.57,2.76,2.94,3.13,3.31,3.49,3.67,3.86,4.05
Panik, Joe,605412,SF,137,2B,28,L,0,0.53,0.83,1.09,1.34,1.57,1.79,2,2.2,2.4,2.59,2.78,2.97,3.15,3.34,3.52,3.71,3.92,4.13
Parra, Gerardo,467827,COL,115,LF,31,L,0,0.55,0.87,1.14,1.38,1.62,1.83,2.04,2.24,2.43,2.62,2.81,2.99,3.18,3.36,3.54,3.73,3.92,4.13
Pearce, Steve,456665,BOS,111,1B,35,R,0,0.55,0.87,1.14,1.4,1.63,1.85,2.06,2.27,2.47,2.66,2.85,3.04,3.23,3.42,3.61,3.79,3.98,4.17
Pederson, Joc,592626,LAD,119,LF,26,L,0,0.53,0.83,1.1,1.34,1.57,1.78,1.99,2.19,2.38,2.57,2.75,2.94,3.12,3.3,3.48,3.67,3.86,4.06
Pena, Francisco,506747,STL,138,C,29,R,0,0.55,0.89,1.2,1.47,1.72,1.95,2.18,2.39,2.61,2.82,3.02,3.23,3.43,3.63,3.84,4.05,4.26,4.49
Pence, Hunter,452254,SF,137,LF,35,R,0,0.53,0.82,1.08,1.33,1.55,1.77,1.97,2.16,2.34,2.53,2.71,2.89,3.06,3.24,3.41,3.58,3.76,3.94
Peralta, David,444482,ARI,109,LF,31,L,0,0.53,0.83,1.09,1.34,1.57,1.79,2,2.19,2.38,2.57,2.75,2.94,3.11,3.29,3.47,3.65,3.84,4.04
Peraza, Jose,606299,CIN,113,SS,24,R,0,0.54,0.82,1.08,1.31,1.54,1.74,1.94,2.13,2.31,2.49,2.67,2.84,3.01,3.18,3.35,3.52,3.7,3.87
Perez, Hernan,541650,MIL,158,2B,27,R,0,0.54,0.84,1.11,1.35,1.58,1.79,1.99,2.19,2.37,2.56,2.74,2.92,3.09,3.26,3.44,3.61,3.79,3.98
Perez, Roberto,547379,CLE,114,C,30,R,0,0.53,0.84,1.12,1.38,1.62,1.85,2.07,2.28,2.49,2.69,2.9,3.1,3.3,3.5,3.7,3.91,4.13,4.37
Perez, Salvador,521692,KC,118,C,28,R,0,0.56,0.87,1.16,1.43,1.67,1.9,2.13,2.34,2.54,2.75,2.95,3.14,3.34,3.53,3.72,3.91,4.11,4.32
Peterson, Jace,607054,BAL,110,3B,28,L,0,0.53,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.31,2.49,2.67,2.84,3.01,3.19,3.36,3.53,3.7,3.88
Pham, Tommy,502054,TB,139,CF,30,R,0,0.54,0.84,1.11,1.35,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.08,3.25,3.42,3.59,3.76,3.93
Pillar, Kevin,607680,TOR,141,CF,29,R,0,0.55,0.87,1.14,1.39,1.62,1.83,2.04,2.23,2.42,2.6,2.78,2.96,3.14,3.31,3.48,3.65,3.82,4
Pina, Manny,444489,MIL,158,C,31,R,0,0.56,0.88,1.17,1.43,1.68,1.91,2.13,2.34,2.54,2.75,2.95,3.15,3.34,3.53,3.73,3.93,4.13,4.34
Pinder, Chad,640461,OAK,133,LF,26,R,0,0.54,0.84,1.11,1.36,1.59,1.81,2.02,2.22,2.41,2.6,2.79,2.97,3.16,3.34,3.52,3.7,3.88,4.06
Pirela, Jose,517369,SD,135,2B,29,R,0,0.53,0.83,1.1,1.34,1.57,1.78,1.98,2.17,2.36,2.54,2.72,2.89,3.06,3.24,3.41,3.58,3.75,3.93
Piscotty, Stephen,572039,OAK,133,RF,27,R,0,0.54,0.83,1.09,1.33,1.56,1.78,1.98,2.18,2.38,2.57,2.76,2.94,3.12,3.3,3.48,3.66,3.85,4.03
Plawecki, Kevin,608700,NYM,121,C,27,R,0,0.55,0.86,1.14,1.39,1.63,1.85,2.07,2.28,2.48,2.67,2.87,3.06,3.25,3.44,3.63,3.82,4.01,4.21
Polanco, Gregory,570256,PIT,134,RF,27,L,0,0.54,0.82,1.07,1.31,1.53,1.73,1.93,2.12,2.3,2.48,2.66,2.83,3,3.17,3.34,3.5,3.67,3.84
Polanco, Jorge,593871,MIN,142,SS,25,L,0,0.56,0.87,1.13,1.37,1.59,1.79,1.99,2.18,2.37,2.54,2.72,2.89,3.06,3.23,3.4,3.57,3.74,3.92
Pollock, A.J.,572041,ARI,109,CF,31,R,0,0.53,0.82,1.08,1.32,1.54,1.75,1.95,2.15,2.33,2.51,2.7,2.87,3.05,3.22,3.4,3.57,3.74,3.93
Posey, Buster,457763,SF,137,C,31,R,0,0.56,0.87,1.16,1.42,1.66,1.9,2.12,2.33,2.54,2.74,2.94,3.14,3.33,3.53,3.72,3.92,4.12,4.33
Prado, Martin,445988,MIA,146,3B,35,R,0,0.54,0.85,1.12,1.38,1.61,1.84,2.05,2.25,2.45,2.65,2.84,3.03,3.22,3.41,3.6,3.79,3.98,4.18
Profar, Jurickson,595777,TEX,140,SS,25,R,0,0.55,0.85,1.11,1.36,1.58,1.8,2,2.2,2.38,2.57,2.75,2.93,3.1,3.28,3.45,3.62,3.79,3.96
Profar, Jurickson,595777,TEX,140,SS,25,L,0,0.54,0.84,1.11,1.35,1.58,1.8,2,2.2,2.39,2.58,2.76,2.94,3.12,3.3,3.48,3.66,3.84,4.03
Puig, Yasiel,624577,LAD,119,RF,28,R,0,0.54,0.83,1.09,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.07,3.24,3.41,3.59,3.77,3.95
Pujols, Albert,405395,LAA,108,1B,38,R,0,0.56,0.89,1.18,1.45,1.7,1.94,2.17,2.39,2.61,2.83,3.04,3.25,3.46,3.67,3.88,4.1,4.32,4.56
Ramirez, Hanley,434670,BOS,111,1B,35,R,0,0.54,0.86,1.13,1.38,1.62,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.2,3.39,3.57,3.76,3.96,4.17
Ramirez, Jose,608070,CLE,114,3B,26,L,0,0.53,0.83,1.08,1.32,1.54,1.75,1.94,2.13,2.32,2.5,2.68,2.86,3.03,3.21,3.38,3.57,3.76,3.96
Ramos, Wilson,467092,PHI,143,C,31,R,0,0.55,0.88,1.16,1.43,1.67,1.91,2.13,2.35,2.55,2.76,2.96,3.16,3.35,3.55,3.75,3.95,4.15,4.36
Realmuto, J.T.,592663,MIA,146,C,27,R,0,0.53,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.32,2.5,2.67,2.85,3.02,3.19,3.36,3.53,3.7,3.87
Reddick, Josh,502210,HOU,117,RF,31,L,0,0.54,0.85,1.11,1.36,1.59,1.81,2.01,2.21,2.4,2.59,2.77,2.95,3.13,3.3,3.48,3.66,3.84,4.03
Rendon, Anthony,543685,WSH,120,3B,28,R,0,0.55,0.86,1.13,1.38,1.6,1.82,2.02,2.22,2.41,2.6,2.78,2.96,3.14,3.32,3.49,3.66,3.84,4.02
Renfroe, Hunter,592669,SD,135,LF,26,R,0,0.55,0.85,1.12,1.37,1.6,1.81,2.02,2.22,2.41,2.59,2.78,2.96,3.14,3.32,3.5,3.68,3.86,4.05
Reyes, Franmil,614177,SD,135,RF,23,R,0,0.55,0.87,1.16,1.41,1.65,1.87,2.08,2.28,2.48,2.67,2.86,3.04,3.23,3.41,3.59,3.77,3.95,4.14
Reyes, Jose,408314,NYM,121,3B,35,L,0,0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.16,2.34,2.53,2.71,2.89,3.07,3.25,3.42,3.6,3.79,3.98
Reyes, Victor,622682,DET,116,LF,24,L,0,0.53,0.81,1.07,1.31,1.53,1.73,1.93,2.12,2.3,2.47,2.65,2.82,2.99,3.15,3.32,3.48,3.65,3.83
Rickard, Joey,572073,BAL,110,RF,27,R,0,0.54,0.84,1.1,1.34,1.56,1.77,1.97,2.16,2.35,2.54,2.71,2.89,3.07,3.24,3.42,3.59,3.76,3.94
Riddle, JT,595375,MIA,146,SS,27,L,0,0.53,0.81,1.07,1.31,1.53,1.74,1.95,2.14,2.33,2.51,2.69,2.87,3.04,3.22,3.4,3.57,3.76,3.96
Rivera, Yadiel,592680,MIA,146,3B,26,R,0,0.55,0.85,1.11,1.35,1.57,1.78,1.98,2.17,2.35,2.53,2.71,2.89,3.06,3.23,3.39,3.56,3.73,3.9
Rizzo, Anthony,519203,CHC,112,1B,29,L,0,0.54,0.85,1.13,1.39,1.63,1.85,2.07,2.27,2.48,2.68,2.87,3.06,3.25,3.44,3.62,3.81,4.01,4.21
Robertson, Daniel,621002,TB,139,2B,24,R,0,0.52,0.82,1.09,1.34,1.57,1.78,1.99,2.18,2.38,2.56,2.75,2.93,3.11,3.29,3.46,3.64,3.81,4
Rodriguez, Ronny,500135,DET,116,SS,26,R,0,0.54,0.84,1.1,1.35,1.57,1.78,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.44,3.61,3.78,3.96
Rojas, Miguel,500743,MIA,146,SS,29,R,0,0.54,0.85,1.12,1.37,1.61,1.83,2.04,2.24,2.44,2.63,2.82,3.01,3.2,3.38,3.57,3.75,3.94,4.14
Romine, Austin,519222,NYY,147,C,30,R,0,0.56,0.86,1.14,1.39,1.63,1.85,2.07,2.27,2.47,2.66,2.85,3.04,3.23,3.41,3.59,3.77,3.96,4.15
Rondon, Jose,602922,CWS,145,3B,24,R,0,0.54,0.84,1.1,1.34,1.57,1.78,1.98,2.18,2.37,2.55,2.74,2.92,3.09,3.27,3.45,3.63,3.8,3.98
Rosario, Amed,642708,NYM,121,SS,23,R,0,0.54,0.84,1.1,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.86,3.03,3.2,3.36,3.53,3.7,3.87
Rosario, Eddie,592696,MIN,142,LF,27,L,0,0.53,0.82,1.08,1.31,1.54,1.75,1.94,2.13,2.32,2.5,2.67,2.85,3.02,3.19,3.37,3.54,3.72,3.92
Rua, Ryan,607387,TEX,140,LF,28,R,0,0.52,0.82,1.08,1.32,1.54,1.75,1.95,2.14,2.33,2.51,2.69,2.87,3.04,3.21,3.38,3.55,3.72,3.9
Russell, Addison,608365,CHC,112,SS,24,R,0,0.54,0.83,1.08,1.32,1.54,1.75,1.95,2.14,2.33,2.51,2.69,2.87,3.05,3.22,3.39,3.57,3.74,3.92
Sanchez, Gary,596142,NYY,147,C,26,R,0,0.55,0.88,1.15,1.41,1.65,1.87,2.08,2.29,2.49,2.68,2.87,3.06,3.25,3.44,3.62,3.8,3.99,4.17
Sanchez, Yolmer,570560,CWS,145,3B,26,L,0,0.53,0.81,1.07,1.32,1.54,1.76,1.96,2.16,2.35,2.53,2.71,2.89,3.07,3.24,3.42,3.59,3.78,3.96
Sanchez, Yolmer,570560,CWS,145,3B,26,R,0,0.54,0.84,1.1,1.35,1.58,1.79,1.99,2.19,2.38,2.57,2.75,2.93,3.1,3.28,3.45,3.62,3.79,3.97
Sandoval, Pablo,467055,SF,137,3B,32,L,0,0.55,0.85,1.13,1.39,1.63,1.86,2.08,2.29,2.49,2.69,2.89,3.09,3.28,3.47,3.67,3.87,4.08,4.3
Sano, Miguel,593934,MIN,142,3B,25,R,0,0.53,0.83,1.09,1.34,1.57,1.78,1.99,2.19,2.38,2.57,2.75,2.93,3.11,3.29,3.47,3.65,3.83,4.02
Santana, Carlos,467793,PHI,143,1B,32,R,0,0.55,0.86,1.14,1.39,1.62,1.84,2.05,2.26,2.46,2.65,2.84,3.03,3.21,3.4,3.58,3.76,3.95,4.14
Santana, Carlos,467793,PHI,143,1B,32,L,0,0.53,0.83,1.1,1.35,1.59,1.81,2.02,2.22,2.41,2.61,2.79,2.98,3.17,3.35,3.54,3.72,3.92,4.11
Santana, Domingo,570267,MIL,158,RF,26,R,0,0.54,0.84,1.1,1.35,1.58,1.78,1.99,2.19,2.38,2.56,2.75,2.93,3.11,3.29,3.47,3.65,3.84,4.03
Schebler, Scott,594988,CIN,113,RF,28,L,0,0.53,0.82,1.07,1.31,1.53,1.74,1.94,2.13,2.32,2.5,2.68,2.85,3.03,3.2,3.38,3.55,3.73,3.91
Schoop, Jonathan,570731,MIL,158,2B,27,R,0,0.54,0.84,1.11,1.35,1.58,1.8,2.01,2.21,2.4,2.58,2.77,2.95,3.13,3.31,3.48,3.66,3.84,4.03
Schwarber, Kyle,656941,CHC,112,LF,25,L,0,0.53,0.83,1.09,1.33,1.56,1.77,1.98,2.17,2.36,2.55,2.73,2.91,3.09,3.27,3.44,3.61,3.8,3.99
Seager, Kyle,572122,SEA,136,3B,31,L,0,0.54,0.85,1.12,1.37,1.61,1.83,2.05,2.25,2.45,2.65,2.84,3.03,3.22,3.41,3.6,3.78,3.98,4.18
Segura, Jean,516416,SEA,136,SS,28,R,0,0.55,0.84,1.09,1.33,1.56,1.76,1.96,2.15,2.34,2.52,2.7,2.87,3.04,3.22,3.39,3.56,3.73,3.92
Semien, Marcus,543760,OAK,133,SS,28,R,0,0.55,0.84,1.09,1.33,1.55,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.06,3.24,3.41,3.58,3.76,3.94
Severino, Pedro,600474,WSH,120,C,25,R,0,0.53,0.83,1.09,1.33,1.56,1.78,1.98,2.18,2.37,2.56,2.75,2.93,3.11,3.29,3.46,3.64,3.82,4
Shaw, Travis,543768,MIL,158,3B,28,L,0,0.55,0.86,1.12,1.37,1.61,1.82,2.03,2.24,2.43,2.62,2.81,3,3.18,3.36,3.55,3.73,3.92,4.11
Shuck, JB,543776,MIA,146,RF,31,L,0,0.53,0.81,1.06,1.29,1.51,1.72,1.91,2.1,2.28,2.46,2.64,2.81,2.98,3.15,3.31,3.48,3.65,3.82
Sierra, Magneuris,642423,MIA,146,CF,22,L,0,0.53,0.81,1.05,1.27,1.48,1.68,1.87,2.05,2.23,2.4,2.57,2.73,2.9,3.06,3.22,3.38,3.55,3.73
Simmons, Andrelton,592743,LAA,108,SS,29,R,0,0.54,0.84,1.11,1.35,1.58,1.79,1.99,2.19,2.38,2.56,2.74,2.92,3.1,3.28,3.45,3.63,3.82,4.01
Slater, Austin,596103,SF,137,LF,26,R,0,0.54,0.84,1.1,1.33,1.56,1.77,1.97,2.16,2.34,2.52,2.7,2.88,3.05,3.23,3.4,3.57,3.75,3.93
Smith, Dominic,642086,NYM,121,1B,23,L,0,0.55,0.86,1.14,1.4,1.64,1.87,2.08,2.29,2.49,2.69,2.88,3.07,3.26,3.45,3.63,3.82,4.02,4.23
Smith, Kevan,607345,CWS,145,C,30,R,0,0.54,0.85,1.13,1.38,1.62,1.84,2.05,2.26,2.46,2.65,2.84,3.03,3.21,3.39,3.58,3.76,3.94,4.13
Smith, Mallex,605480,TB,139,CF,25,L,0,0.53,0.79,1.03,1.26,1.47,1.68,1.87,2.05,2.22,2.4,2.57,2.73,2.9,3.06,3.22,3.39,3.55,3.73
Smoak, Justin,475253,TOR,141,1B,32,R,0,0.58,0.91,1.2,1.47,1.71,1.95,2.17,2.39,2.6,2.81,3.01,3.22,3.42,3.62,3.82,4.02,4.23,4.45
Sogard, Eric,519299,MIL,158,SS,32,L,0,0.52,0.83,1.1,1.35,1.58,1.79,2,2.2,2.39,2.59,2.78,2.97,3.16,3.34,3.52,3.72,3.91,4.1
Solarte, Yangervis,500208,TOR,141,3B,31,L,0,0.55,0.86,1.14,1.4,1.64,1.87,2.08,2.29,2.49,2.69,2.89,3.08,3.27,3.46,3.66,3.85,4.06,4.27
Soler, Jorge,624585,KC,118,RF,26,R,0,0.55,0.86,1.13,1.38,1.6,1.82,2.02,2.21,2.4,2.58,2.76,2.94,3.11,3.29,3.46,3.63,3.81,3.99
Soto, Juan,665742,WSH,120,LF,20,L,0,0.56,0.87,1.14,1.38,1.6,1.81,2.01,2.21,2.39,2.58,2.76,2.94,3.11,3.29,3.46,3.64,3.82,4.01
Souza Jr., Steven,519306,ARI,109,RF,29,R,0,0.54,0.83,1.08,1.32,1.54,1.76,1.95,2.15,2.33,2.52,2.69,2.87,3.05,3.22,3.39,3.56,3.73,3.91
Span, Denard,452655,SEA,136,LF,34,L,0,0.52,0.8,1.06,1.3,1.52,1.73,1.93,2.12,2.3,2.49,2.67,2.84,3.02,3.19,3.36,3.54,3.72,3.9
Spangenberg, Cory,605486,SD,135,2B,27,L,0,0.54,0.82,1.06,1.29,1.5,1.7,1.89,2.08,2.26,2.43,2.6,2.77,2.94,3.11,3.27,3.44,3.6,3.78
Springer, George,543807,HOU,117,CF,29,R,0,0.53,0.81,1.07,1.3,1.53,1.73,1.93,2.12,2.31,2.49,2.67,2.84,3.02,3.19,3.37,3.54,3.72,3.9
Stanton, Giancarlo,519317,NYY,147,DH,29,R,0,0.53,0.81,1.07,1.31,1.53,1.74,1.94,2.13,2.32,2.5,2.68,2.86,3.04,3.21,3.39,3.56,3.74,3.92
Stassi, Max,545358,HOU,117,C,27,R,0,0.55,0.85,1.12,1.38,1.62,1.84,2.05,2.25,2.45,2.65,2.84,3.03,3.22,3.41,3.59,3.78,3.97,4.17
Story, Trevor,596115,COL,115,SS,26,R,0,0.53,0.82,1.06,1.29,1.51,1.71,1.9,2.09,2.27,2.44,2.61,2.78,2.94,3.11,3.27,3.43,3.59,3.76
Suarez, Eugenio,553993,CIN,113,3B,27,R,0,0.54,0.85,1.13,1.38,1.61,1.83,2.04,2.25,2.44,2.64,2.83,3.01,3.2,3.38,3.56,3.75,3.94,4.13
Sucre, Jesus,491696,TB,139,C,30,R,0,0.56,0.9,1.2,1.47,1.73,1.97,2.2,2.42,2.63,2.85,3.06,3.27,3.48,3.7,3.92,4.14,4.38,4.64
Suzuki, Kurt,435559,ATL,144,C,35,R,0,0.55,0.86,1.14,1.39,1.63,1.86,2.08,2.29,2.49,2.69,2.88,3.08,3.27,3.46,3.65,3.83,4.03,4.22
Swanson, Dansby,621020,ATL,144,SS,24,R,0,0.53,0.81,1.07,1.31,1.52,1.73,1.92,2.11,2.29,2.47,2.64,2.81,2.98,3.15,3.32,3.48,3.65,3.82
Taylor, Chris,621035,LAD,119,SS,28,R,0,0.55,0.85,1.12,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.08,3.25,3.42,3.6,3.77,3.94
Taylor, Michael A.,572191,WSH,120,CF,27,R,0,0.54,0.83,1.08,1.32,1.53,1.74,1.93,2.12,2.31,2.48,2.66,2.83,3,3.17,3.34,3.5,3.67,3.83
Thames, Eric,519346,MIL,158,1B,32,L,0,0.51,0.79,1.04,1.28,1.5,1.72,1.92,2.11,2.3,2.48,2.66,2.84,3.02,3.2,3.37,3.55,3.72,3.9
Thompson, Trayce,572204,CWS,145,RF,27,R,0,0.54,0.83,1.09,1.33,1.57,1.78,1.99,2.18,2.37,2.56,2.74,2.92,3.1,3.28,3.46,3.63,3.82,4
Tilson, Charlie,605508,CWS,145,LF,26,L,0,0.54,0.81,1.05,1.28,1.5,1.7,1.9,2.09,2.27,2.45,2.62,2.79,2.96,3.13,3.3,3.47,3.64,3.82
Tomlinson, Kelby,605509,SF,137,2B,28,R,0,0.56,0.85,1.11,1.35,1.58,1.79,1.99,2.19,2.38,2.56,2.74,2.92,3.1,3.27,3.45,3.62,3.79,3.97
Torres, Gleyber,650402,NYY,147,2B,22,R,0,0.54,0.84,1.11,1.36,1.58,1.8,2,2.2,2.39,2.58,2.76,2.95,3.13,3.3,3.48,3.66,3.84,4.02
Travis, Devon,581527,TOR,141,2B,27,R,0,0.55,0.85,1.12,1.37,1.6,1.81,2.02,2.22,2.41,2.6,2.78,2.97,3.15,3.33,3.51,3.7,3.88,4.08
Trout, Mike,545361,LAA,108,CF,27,R,0,0.52,0.8,1.04,1.27,1.48,1.69,1.88,2.06,2.24,2.41,2.58,2.75,2.92,3.08,3.25,3.41,3.58,3.76
Trumbo, Mark,444432,BAL,110,DH,32,R,0,0.55,0.87,1.14,1.4,1.64,1.86,2.07,2.28,2.48,2.67,2.86,3.05,3.24,3.42,3.6,3.79,3.97,4.16
Tucker, Preston,605512,ATL,144,LF,28,L,0,0.52,0.8,1.06,1.31,1.54,1.75,1.96,2.16,2.35,2.54,2.73,2.91,3.09,3.28,3.46,3.64,3.82,4.01
Turner, Justin,457759,LAD,119,3B,34,R,0,0.54,0.84,1.11,1.36,1.6,1.82,2.02,2.22,2.42,2.61,2.8,2.99,3.17,3.35,3.54,3.72,3.9,4.09
Turner, Trea,607208,WSH,120,SS,25,R,0,0.55,0.84,1.09,1.31,1.52,1.72,1.91,2.09,2.27,2.44,2.61,2.77,2.93,3.09,3.26,3.42,3.58,3.75
Upton, Justin,457708,LAA,108,LF,31,R,0,0.54,0.84,1.09,1.33,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.88,3.06,3.23,3.4,3.57,3.74,3.92
